trait_id	name	study	doi	unit	catalog_num_values	raw_row_n	finite_row_n	unique_accession_n	finite_unique_accession_n	panel_intersection_n	finite_panel_intersection_n	duplicate_accession_n	max_rows_per_accession	group_counts	values_sha256	retrieval_status
66	Emwa1	Atwell et. al, Nature 2010	10.21958/phenotype:66	dimensionless unit	85	85	85	85	85	58	58	0	1	"{""admixed"": 6, ""asia"": 4, ""central_europe"": 9, ""germany"": 11, ""north_sweden"": 8, ""relict"": 1, ""south_sweden"": 1, ""spain"": 4, ""western_europe"": 14}"	b21381373397c425dcf5220171fc2c7abdcbcd0a60669ef834e2755d3734942c	ok
67	As75	Atwell et. al, Nature 2010	10.21958/phenotype:67	concentration unit	93	93	93	93	93	62	62	0	1	"{""admixed"": 6, ""asia"": 4, ""central_europe"": 11, ""germany"": 12, ""north_sweden"": 10, ""relict"": 1, ""south_sweden"": 1, ""spain"": 4, ""western_europe"": 13}"	63e17f085e023c702a11f61afbeb4018e464cadac32732d2fa3f989109008809	ok
68	Germ in dark	Atwell et. al, Nature 2010	10.21958/phenotype:68	percent	93	93	93	93	93	59	59	0	1	"{""admixed"": 7, ""asia"": 2, ""central_europe"": 11, ""germany"": 12, ""north_sweden"": 9, ""relict"": 1, ""south_sweden"": 1, ""spain"": 5, ""western_europe"": 11}"	8e6fa59675f7b49311f440b5a189eccf080b53ced6cf16399857e5fba1761b0e	ok
69	FRI	Atwell et. al, Nature 2010	10.21958/phenotype:69	ratio	164	164	164	164	164	111	111	0	1	"{""admixed"": 11, ""asia"": 5, ""central_europe"": 21, ""germany"": 17, ""north_sweden"": 14, ""relict"": 1, ""south_sweden"": 21, ""spain"": 5, ""western_europe"": 16}"	9a290a254473037603eec0a0aeff2e25e83a00225026cb685a532f4506fcf47b	ok
70	As CFU2	Atwell et. al, Nature 2010	10.21958/phenotype:70	colony forming unit	175	175	175	175	175	119	119	0	1	"{""admixed"": 11, ""asia"": 6, ""central_europe"": 21, ""germany"": 20, ""north_sweden"": 14, ""relict"": 1, ""south_sweden"": 22, ""spain"": 7, ""western_europe"": 17}"	f5ac4b7323e6125208312fe0e3d505de9b41f71e930527ab93aa6930b5f9ba75	ok
71	Trichome avg C	Atwell et. al, Nature 2010	10.21958/phenotype:71	count unit	94	94	94	94	94	63	63	0	1	"{""admixed"": 6, ""asia"": 4, ""central_europe"": 11, ""germany"": 13, ""north_sweden"": 10, ""relict"": 1, ""south_sweden"": 1, ""spain"": 4, ""western_europe"": 13}"	d515a4e7c161c1726a62194aa0db1ba3953e1e01c552b877c349703066cc3c20	ok
72	Vern Growth	Atwell et. al, Nature 2010	10.21958/phenotype:72	percent	110	110	110	110	110	69	69	0	1	"{""admixed"": 7, ""asia"": 5, ""central_europe"": 11, ""germany"": 15, ""north_sweden"": 9, ""relict"": 1, ""south_sweden"": 1, ""spain"": 5, ""western_europe"": 15}"	8b4aeb383a238f36a2452a58dbe859609ac9363626478f7c491bcc3e19d068d2	ok
73	Mo98	Atwell et. al, Nature 2010	10.21958/phenotype:73	concentration unit	93	93	93	93	93	62	62	0	1	"{""admixed"": 6, ""asia"": 4, ""central_europe"": 11, ""germany"": 12, ""north_sweden"": 10, ""relict"": 1, ""south_sweden"": 1, ""spain"": 4, ""western_europe"": 13}"	84e3115f5a24061476ba76c0dbb150c35fb03061aee720d4da7fde8b70372727	ok
74	Hiks1	Atwell et. al, Nature 2010	10.21958/phenotype:74	dimensionless unit	84	84	84	84	84	55	55	0	1	"{""admixed"": 5, ""asia"": 3, ""central_europe"": 10, ""germany"": 11, ""north_sweden"": 9, ""south_sweden"": 1, ""spain"": 3, ""western_europe"": 13}"	b557a136af3ddb17941d21c14b18acfa749d3290006db17c79244863a4e625ec	ok
75	Anthocyanin 22	Atwell et. al, Nature 2010	10.21958/phenotype:75	dimensionless unit	177	177	177	177	177	119	119	0	1	"{""admixed"": 11, ""asia"": 6, ""central_europe"": 22, ""germany"": 19, ""north_sweden"": 14, ""relict"": 1, ""south_sweden"": 22, ""spain"": 7, ""western_europe"": 17}"	977e8c438ec9bee462da0587c519d21af477f9d56d3e629e1e490c668433c671	ok
76	Zn66	Atwell et. al, Nature 2010	10.21958/phenotype:76	concentration unit	93	93	93	93	93	62	62	0	1	"{""admixed"": 6, ""asia"": 4, ""central_europe"": 11, ""germany"": 12, ""north_sweden"": 10, ""relict"": 1, ""south_sweden"": 1, ""spain"": 4, ""western_europe"": 13}"	6b7a5c6c69781d88c54a7070d7b1c0457878c28f1408faa2ce61c8e3da8e4415	ok
77	Trichome avg JA	Atwell et. al, Nature 2010	10.21958/phenotype:77	count unit	94	94	94	94	94	63	63	0	1	"{""admixed"": 6, ""asia"": 4, ""central_europe"": 11, ""germany"": 13, ""north_sweden"": 10, ""relict"": 1, ""south_sweden"": 1, ""spain"": 4, ""western_europe"": 13}"	2a92660ed76c28f70e253f846c8f09da92b6a1fad180c25bd91d9313dd083a20	ok
78	LES	Atwell et. al, Nature 2010	10.21958/phenotype:78	dimensionless unit	95	95	95	95	95	64	64	0	1	"{""admixed"": 6, ""asia"": 4, ""central_europe"": 11, ""germany"": 13, ""north_sweden"": 10, ""relict"": 1, ""south_sweden"": 1, ""spain"": 4, ""western_europe"": 14}"	408617f4d438c39fc0bb0601d1754eb36301313eac1c76b7f7561d6dab7a24cc	ok
79	Silique 16	Atwell et. al, Nature 2010	10.21958/phenotype:79	centimeter	95	95	95	95	95	64	64	0	1	"{""admixed"": 6, ""asia"": 4, ""central_europe"": 11, ""germany"": 13, ""north_sweden"": 10, ""relict"": 1, ""south_sweden"": 1, ""spain"": 4, ""western_europe"": 14}"	f0da7196929ef81670884d12d737d13538661501107337afd18c880378229b73	ok
80	Emoy*	Atwell et. al, Nature 2010	10.21958/phenotype:80	dimensionless unit	76	76	76	76	76	51	51	0	1	"{""admixed"": 6, ""asia"": 4, ""central_europe"": 9, ""germany"": 10, ""north_sweden"": 4, ""relict"": 1, ""spain"": 3, ""western_europe"": 14}"	fa5d1be6fdb470a3968deeda37569c5fd60332619028898c6682bd55ef522f24	ok
81	K39	Atwell et. al, Nature 2010	10.21958/phenotype:81	concentration unit	93	93	93	93	93	62	62	0	1	"{""admixed"": 6, ""asia"": 4, ""central_europe"": 11, ""germany"": 12, ""north_sweden"": 10, ""relict"": 1, ""south_sweden"": 1, ""spain"": 4, ""western_europe"": 13}"	d5197459f6ecc18b10b1caa50c8f96c23c541f83baea7c9f304405bb5d330f14	ok
82	0W GH LN	Atwell et. al, Nature 2010	10.21958/phenotype:82	count unit	135	135	135	135	135	81	81	0	1	"{""admixed"": 10, ""asia"": 5, ""central_europe"": 21, ""germany"": 16, ""north_sweden"": 1, ""relict"": 1, ""south_sweden"": 10, ""spain"": 4, ""western_europe"": 13}"	44b0ccbf2aa88740d4476d4f02a68fc9a5c502f1a2dca6a48ed36f70751bcd27	ok
83	At2	Atwell et. al, Nature 2010	10.21958/phenotype:83	colony forming unit	175	175	175	175	175	119	119	0	1	"{""admixed"": 11, ""asia"": 6, ""central_europe"": 21, ""germany"": 20, ""north_sweden"": 14, ""relict"": 1, ""south_sweden"": 22, ""spain"": 7, ""western_europe"": 17}"	4f28406d235ecdd4259fbf0f8b9c842abf660846aee85aad67df181e2bb218be	ok
84	At1	Atwell et. al, Nature 2010	10.21958/phenotype:84	colony forming unit	175	175	175	175	175	119	119	0	1	"{""admixed"": 11, ""asia"": 6, ""central_europe"": 21, ""germany"": 20, ""north_sweden"": 14, ""relict"": 1, ""south_sweden"": 22, ""spain"": 7, ""western_europe"": 17}"	3f1ae96466a1802a413f98712b2dda19aa2aeedd01b81b7ba69b2602f7aa8ee7	ok
85	LN10	Atwell et. al, Nature 2010	10.21958/phenotype:85	count unit	177	177	177	177	177	119	119	0	1	"{""admixed"": 11, ""asia"": 6, ""central_europe"": 22, ""germany"": 19, ""north_sweden"": 14, ""relict"": 1, ""south_sweden"": 22, ""spain"": 7, ""western_europe"": 17}"	092f5ab42565818295dd777802e13add3ca2bd711810c3492c80a0a1aadf0b84	ok
86	FT Field	Atwell et. al, Nature 2010	10.21958/phenotype:86	day	180	180	180	180	180	120	120	0	1	"{""admixed"": 12, ""asia"": 6, ""central_europe"": 22, ""germany"": 20, ""north_sweden"": 14, ""relict"": 1, ""south_sweden"": 21, ""spain"": 7, ""western_europe"": 17}"	bcb6e9a86650f56c44e9d778753366ea87ba3795f29906498ce1abb38261ba44	ok
87	LN16	Atwell et. al, Nature 2010	10.21958/phenotype:87	count unit	176	176	176	176	176	118	118	0	1	"{""admixed"": 11, ""asia"": 6, ""central_europe"": 21, ""germany"": 19, ""north_sweden"": 14, ""relict"": 1, ""south_sweden"": 22, ""spain"": 7, ""western_europe"": 17}"	d17dc4166a8c9e72b4574b0c752fa5a56803c54dfa112a0fe698321df464b754	ok
88	avrB	Atwell et. al, Nature 2010	10.21958/phenotype:88	dimensionless unit	87	87	87	87	87	60	60	0	1	"{""admixed"": 6, ""asia"": 4, ""central_europe"": 11, ""germany"": 13, ""north_sweden"": 8, ""relict"": 1, ""south_sweden"": 1, ""spain"": 3, ""western_europe"": 13}"	94164455493515e818a83012ede632b140ef0dd411a02a7851338dfd0b0b7a40	ok
89	LD	Atwell et. al, Nature 2010	10.21958/phenotype:89	day	167	167	167	167	167	113	113	0	1	"{""admixed"": 10, ""asia"": 6, ""central_europe"": 22, ""germany"": 18, ""north_sweden"": 14, ""relict"": 1, ""south_sweden"": 18, ""spain"": 7, ""western_europe"": 17}"	8f0bd2fcaa15a17f029ecf97aa64813f5adee45deec8760fcb2d4cfc67d0c570	ok
90	Seedling Growth	Atwell et. al, Nature 2010	10.21958/phenotype:90	ratio	100	100	100	100	100	60	60	0	1	"{""admixed"": 6, ""asia"": 5, ""central_europe"": 11, ""germany"": 13, ""north_sweden"": 5, ""relict"": 1, ""spain"": 5, ""western_europe"": 14}"	eb46736137223e260767f928b4ad4888862393f551a11d2001d0b65160cd921a	ok
91	S34	Atwell et. al, Nature 2010	10.21958/phenotype:91	concentration unit	93	93	93	93	93	62	62	0	1	"{""admixed"": 6, ""asia"": 4, ""central_europe"": 11, ""germany"": 12, ""north_sweden"": 10, ""relict"": 1, ""south_sweden"": 1, ""spain"": 4, ""western_europe"": 13}"	7a4345d8e7981f09448d80061784325d02aafdae8bf68758965bc568dbdf82b0	ok
92	Leaf serr 22	Atwell et. al, Nature 2010	10.21958/phenotype:92	dimensionless unit	176	176	176	176	176	118	118	0	1	"{""admixed"": 11, ""asia"": 6, ""central_europe"": 22, ""germany"": 19, ""north_sweden"": 14, ""relict"": 1, ""south_sweden"": 21, ""spain"": 7, ""western_europe"": 17}"	3fbd765fd7d57ad32b73be272a60ddc6c5cebfa9f92054a38d24ea026c96758d	ok
93	DW 	Atwell et. al, Nature 2010	10.21958/phenotype:93	gram	95	95	95	95	95	64	64	0	1	"{""admixed"": 6, ""asia"": 4, ""central_europe"": 11, ""germany"": 13, ""north_sweden"": 10, ""relict"": 1, ""south_sweden"": 1, ""spain"": 4, ""western_europe"": 14}"	6841abd21e08cc79491ccf451b7b7f3953514362c650d4435439c2a06db1777c	ok
94	Seed Dormancy	Atwell et. al, Nature 2010	10.21958/phenotype:94	day	83	83	83	83	83	56	56	0	1	"{""admixed"": 6, ""asia"": 4, ""central_europe"": 11, ""germany"": 10, ""north_sweden"": 7, ""south_sweden"": 1, ""spain"": 4, ""western_europe"": 13}"	1e17fef77caff5846b4abe9aa1495b06df507d1e98ab4d8f651ee9992684f786	ok
95	Mn55	Atwell et. al, Nature 2010	10.21958/phenotype:95	concentration unit	93	93	93	93	93	62	62	0	1	"{""admixed"": 6, ""asia"": 4, ""central_europe"": 11, ""germany"": 12, ""north_sweden"": 10, ""relict"": 1, ""south_sweden"": 1, ""spain"": 4, ""western_europe"": 13}"	5ef9e454920a4c7ebafd9c7b5a1a1ee44f7b65bb9cf0f184bb95a9be6494490b	ok
96	Silique 22	Atwell et. al, Nature 2010	10.21958/phenotype:96	centimeter	95	95	95	95	95	64	64	0	1	"{""admixed"": 6, ""asia"": 4, ""central_europe"": 11, ""germany"": 13, ""north_sweden"": 10, ""relict"": 1, ""south_sweden"": 1, ""spain"": 4, ""western_europe"": 14}"	ddb3a1c93182aed1075cf4411c69f7fd041e2a147f08c2ca00f79f5a8080740e	ok
97	avrPphB	Atwell et. al, Nature 2010	10.21958/phenotype:97	dimensionless unit	90	90	90	90	90	62	62	0	1	"{""admixed"": 6, ""asia"": 4, ""central_europe"": 11, ""germany"": 13, ""north_sweden"": 10, ""relict"": 1, ""south_sweden"": 1, ""spain"": 3, ""western_europe"": 13}"	6dba85454cc9dd45bb9db03925050850d5c13b644d27e9285060600f298ace3f	ok
98	Fe56	Atwell et. al, Nature 2010	10.21958/phenotype:98	concentration unit	93	93	93	93	93	62	62	0	1	"{""admixed"": 6, ""asia"": 4, ""central_europe"": 11, ""germany"": 12, ""north_sweden"": 10, ""relict"": 1, ""south_sweden"": 1, ""spain"": 4, ""western_europe"": 13}"	766617e6284ad4989238901706bc341a2496c74a1881b2471eb36952512bc9a5	ok
99	8W GH FT	Atwell et. al, Nature 2010	10.21958/phenotype:99	day	162	162	162	162	162	105	105	0	1	"{""admixed"": 11, ""asia"": 6, ""central_europe"": 22, ""germany"": 19, ""north_sweden"": 9, ""relict"": 1, ""south_sweden"": 15, ""spain"": 6, ""western_europe"": 16}"	2b1faabba112fd4b1ba06867a4c3b27e01853b837bda32ef3dcfa0b5887ad50c	ok
100	4W	Atwell et. al, Nature 2010	10.21958/phenotype:100	day	119	119	119	119	119	79	79	0	1	"{""admixed"": 6, ""asia"": 4, ""central_europe"": 15, ""germany"": 15, ""north_sweden"": 12, ""relict"": 1, ""south_sweden"": 9, ""spain"": 5, ""western_europe"": 12}"	73cccb2723a91e2c94354100df0d7dbe8f112b5a216ccdb5529638399fdad301	ok
101	Li7	Atwell et. al, Nature 2010	10.21958/phenotype:101	concentration unit	93	93	93	93	93	62	62	0	1	"{""admixed"": 6, ""asia"": 4, ""central_europe"": 11, ""germany"": 12, ""north_sweden"": 10, ""relict"": 1, ""south_sweden"": 1, ""spain"": 4, ""western_europe"": 13}"	8ed65efa48266ce1873f641c8f1fa5bdaf62543bfc55d2ddb997b12a54ca8aa5	ok
102	FT22	Atwell et. al, Nature 2010	10.21958/phenotype:102	day	193	193	193	193	193	134	134	0	1	"{""admixed"": 15, ""asia"": 6, ""central_europe"": 24, ""germany"": 27, ""north_sweden"": 14, ""relict"": 1, ""south_sweden"": 22, ""spain"": 6, ""western_europe"": 19}"	b763707caa6515c7efec070b7d993bc5da3215763aa6acf407bcea62ced4c893	ok
103	As2	Atwell et. al, Nature 2010	10.21958/phenotype:103	colony forming unit	175	175	175	175	175	119	119	0	1	"{""admixed"": 11, ""asia"": 6, ""central_europe"": 21, ""germany"": 20, ""north_sweden"": 14, ""relict"": 1, ""south_sweden"": 22, ""spain"": 7, ""western_europe"": 17}"	996dca6d4f67d3ce73e01d0f99ea47e626293aa80d1e490404286600df0e23de	ok
104	SDV	Atwell et. al, Nature 2010	10.21958/phenotype:104	day	159	159	159	159	159	104	104	0	1	"{""admixed"": 10, ""asia"": 5, ""central_europe"": 20, ""germany"": 16, ""north_sweden"": 12, ""relict"": 1, ""south_sweden"": 17, ""spain"": 7, ""western_europe"": 16}"	dffd12659d1c366f6e8262902a8250baabd8cdaa3fb893c0c8f3b2d54bdd5d21	ok
105	Mg25	Atwell et. al, Nature 2010	10.21958/phenotype:105	concentration unit	93	93	93	93	93	62	62	0	1	"{""admixed"": 6, ""asia"": 4, ""central_europe"": 11, ""germany"": 12, ""north_sweden"": 10, ""relict"": 1, ""south_sweden"": 1, ""spain"": 4, ""western_europe"": 13}"	7a1e60344ca1835b5ae70ecc599489fcd4a810fa67fe1778efc847151ce4bfa3	ok
106	Secondary Dormancy	Atwell et. al, Nature 2010	10.21958/phenotype:106	percent	93	93	93	93	93	59	59	0	1	"{""admixed"": 7, ""asia"": 2, ""central_europe"": 11, ""germany"": 12, ""north_sweden"": 9, ""relict"": 1, ""south_sweden"": 1, ""spain"": 5, ""western_europe"": 11}"	5590acc7926b78227d433bb4639b54c501c998e572ccb088ea1d4e7ac0b75a3a	ok
107	As	Atwell et. al, Nature 2010	10.21958/phenotype:107	dimensionless unit	175	175	175	175	175	119	119	0	1	"{""admixed"": 11, ""asia"": 6, ""central_europe"": 21, ""germany"": 20, ""north_sweden"": 14, ""relict"": 1, ""south_sweden"": 22, ""spain"": 7, ""western_europe"": 17}"	074a671f6532f3328cf447b0e459cc126065e8a1d4779974f49649d8b8d7f02b	ok
108	Area sweden 2009 (1st experiment)	Flowering time in simulated seasons	10.21958/phenotype:108	square centimeter	456	456	456	456	456	202	202	0	1	"{""admixed"": 33, ""asia"": 7, ""central_europe"": 32, ""germany"": 42, ""north_sweden"": 10, ""relict"": 1, ""south_sweden"": 43, ""spain"": 9, ""western_europe"": 25}"	fe0059504cf90108d189c1aa1e77bf64d93e1af677087cfd70e27c2b6637213f	ok
109	SizePlantingSummer2009	Flowering time in simulated seasons	10.21958/phenotype:109	dimensionless unit	449	449	449	449	449	189	189	0	1	"{""admixed"": 34, ""asia"": 7, ""central_europe"": 34, ""germany"": 40, ""north_sweden"": 4, ""relict"": 1, ""south_sweden"": 34, ""spain"": 9, ""western_europe"": 26}"	1923a3d6409dd33241d436caad1c00aeff9516dbb5330031836b321f2ed46dd7	ok
110	Size sweden 2009 (2nd experiment)	Flowering time in simulated seasons	10.21958/phenotype:110	centimeter	430	430	430	430	430	177	177	0	1	"{""admixed"": 30, ""asia"": 7, ""central_europe"": 34, ""germany"": 40, ""north_sweden"": 4, ""relict"": 1, ""south_sweden"": 26, ""spain"": 9, ""western_europe"": 26}"	469e73738cd0255c317875b1e1dbcc00e12cd16269cc2d88d551993a3817be6c	ok
111	SizePlantingSummerLocSweden2009	Flowering time in simulated seasons	10.21958/phenotype:111	dimensionless unit	419	419	419	419	419	175	175	0	1	"{""admixed"": 30, ""asia"": 7, ""central_europe"": 34, ""germany"": 40, ""north_sweden"": 4, ""relict"": 1, ""south_sweden"": 24, ""spain"": 9, ""western_europe"": 26}"	648b4e4e73a9862c82328ebaa66c993d08a1186bb3b8e84ddf45257376058b7e	ok
112	Area sweden 2009 (2nd experiment)	Flowering time in simulated seasons	10.21958/phenotype:112	square centimeter	474	474	474	474	474	211	211	0	1	"{""admixed"": 35, ""asia"": 7, ""central_europe"": 33, ""germany"": 42, ""north_sweden"": 12, ""relict"": 1, ""south_sweden"": 47, ""spain"": 9, ""western_europe"": 25}"	5f651e752db7f63abf167fc880f9541b0cc19a10a51b88d754f32fd248910c59	ok
113	DTF sweden 2008 (1st experiment)	Flowering time in simulated seasons	10.21958/phenotype:113	day	360	360	360	360	360	154	154	0	1	"{""admixed"": 26, ""asia"": 2, ""central_europe"": 24, ""germany"": 33, ""north_sweden"": 7, ""relict"": 1, ""south_sweden"": 37, ""spain"": 4, ""western_europe"": 20}"	b0324cec271ea3beddcdce0c0cf16318d6a7894ba9bfe6d7d7e7784f8fb73d36	ok
114	Yield sweden 2009 (2nd experiment)	Flowering time in simulated seasons	10.21958/phenotype:114	gram	335	335	335	335	335	135	135	0	1	"{""admixed"": 26, ""asia"": 4, ""central_europe"": 33, ""germany"": 33, ""south_sweden"": 10, ""spain"": 8, ""western_europe"": 21}"	4a6d27cb5a0bd3744710999dc4b8b5770de8dd285c4c44dd8a5393f12428ce8e	ok
115	SizeLocSweden2009	Flowering time in simulated seasons	10.21958/phenotype:115	dimensionless unit	469	469	469	469	469	205	205	0	1	"{""admixed"": 35, ""asia"": 7, ""central_europe"": 34, ""germany"": 42, ""north_sweden"": 6, ""relict"": 1, ""south_sweden"": 45, ""spain"": 9, ""western_europe"": 26}"	723bbc7ef0b388d5df6bd760c3518e0cfcacb590abd2622280ffb47a27e218af	ok
116	DTFplantingSummerLocSweden2009	Flowering time in simulated seasons	10.21958/phenotype:116	dimensionless unit	478	478	478	478	478	213	213	0	1	"{""admixed"": 35, ""asia"": 7, ""central_europe"": 34, ""germany"": 42, ""north_sweden"": 12, ""relict"": 1, ""south_sweden"": 47, ""spain"": 9, ""western_europe"": 26}"	78168ba865efb9d6d4b644ac5896dc7ee39189cdaad22e286b6d7f871d71e393	ok
117	DTFlocSweden2008	Flowering time in simulated seasons	10.21958/phenotype:117	dimensionless unit	359	359	359	359	359	154	154	0	1	"{""admixed"": 26, ""asia"": 2, ""central_europe"": 24, ""germany"": 33, ""north_sweden"": 7, ""relict"": 1, ""south_sweden"": 37, ""spain"": 4, ""western_europe"": 20}"	0bb3b911e0b305924b36ca2a88987f7ec1b475919037e404d66edc4a46ac6143	ok
118	DTFlocSweden2009	Flowering time in simulated seasons	10.21958/phenotype:118	dimensionless unit	479	479	479	479	479	213	213	0	1	"{""admixed"": 35, ""asia"": 7, ""central_europe"": 34, ""germany"": 42, ""north_sweden"": 12, ""relict"": 1, ""south_sweden"": 47, ""spain"": 9, ""western_europe"": 26}"	8168c448407820e4571123b21f63522cbfa6d9a1de55bf286683836c7a5f8c6c	ok
119	DTF spain 2009 (1st experiment)	Flowering time in simulated seasons	10.21958/phenotype:119	day	480	480	480	480	480	213	213	0	1	"{""admixed"": 35, ""asia"": 7, ""central_europe"": 34, ""germany"": 42, ""north_sweden"": 12, ""relict"": 1, ""south_sweden"": 47, ""spain"": 9, ""western_europe"": 26}"	a2665511e838c846df88f013acd6fec11dfdabf23d3dc07368b4bef6182aa4eb	ok
120	DTFplantingLoc2008	Flowering time in simulated seasons	10.21958/phenotype:120	dimensionless unit	358	358	358	358	358	154	154	0	1	"{""admixed"": 26, ""asia"": 2, ""central_europe"": 24, ""germany"": 33, ""north_sweden"": 7, ""relict"": 1, ""south_sweden"": 37, ""spain"": 4, ""western_europe"": 20}"	613bfec86e023d42d41663d4d3b6a8190e6fce64de28ac963bb6d5acebd44d2d	ok
121	DTF spain 2009 (2nd experiment)	Flowering time in simulated seasons	10.21958/phenotype:121	day	480	480	480	480	480	213	213	0	1	"{""admixed"": 35, ""asia"": 7, ""central_europe"": 34, ""germany"": 42, ""north_sweden"": 12, ""relict"": 1, ""south_sweden"": 47, ""spain"": 9, ""western_europe"": 26}"	3e344c119282a7602667dfa0b44de831434bdf6bd949cb91bcbc927b3cc3fb1a	ok
122	Yield spain 2009 (2nd experiment)	Flowering time in simulated seasons	10.21958/phenotype:122	gram	346	346	346	346	346	143	143	0	1	"{""admixed"": 27, ""asia"": 5, ""central_europe"": 33, ""germany"": 36, ""relict"": 1, ""south_sweden"": 9, ""spain"": 8, ""western_europe"": 24}"	18c5f5dffb4c48073354334818298e0f6bd299bfd002c596a707893c2b6886ef	ok
123	Size sweden 2009 (1st experiment)	Flowering time in simulated seasons	10.21958/phenotype:123	centimeter	470	470	470	470	470	205	205	0	1	"{""admixed"": 35, ""asia"": 7, ""central_europe"": 34, ""germany"": 42, ""north_sweden"": 6, ""relict"": 1, ""south_sweden"": 45, ""spain"": 9, ""western_europe"": 26}"	18c4926ae7e44e50987a8140971196e177774264963389ffd2f6a535d4a7d952	ok
124	Yield spain 2009 (1st experiment)	Flowering time in simulated seasons	10.21958/phenotype:124	gram	394	394	394	394	394	165	165	0	1	"{""admixed"": 33, ""asia"": 6, ""central_europe"": 33, ""germany"": 35, ""north_sweden"": 4, ""south_sweden"": 26, ""spain"": 7, ""western_europe"": 21}"	21495ce7ab2b366eb526c266409f6ea3d9d5ccb353a9913d963e10ec9d98d619	ok
125	DTFmainEffect2009	Flowering time in simulated seasons	10.21958/phenotype:125	dimensionless unit	480	480	480	480	480	213	213	0	1	"{""admixed"": 35, ""asia"": 7, ""central_europe"": 34, ""germany"": 42, ""north_sweden"": 12, ""relict"": 1, ""south_sweden"": 47, ""spain"": 9, ""western_europe"": 26}"	bb6d35a7eeecfc14ad65078ca09c2e8f224687e7b3e82ec6fe83a6b1093a6587	ok
126	DTFmainEffect2008	Flowering time in simulated seasons	10.21958/phenotype:126	dimensionless unit	359	359	359	359	359	154	154	0	1	"{""admixed"": 26, ""asia"": 2, ""central_europe"": 24, ""germany"": 33, ""north_sweden"": 7, ""relict"": 1, ""south_sweden"": 37, ""spain"": 4, ""western_europe"": 20}"	daa355fc538a1c644577f572b9ed69af9097325d43d0e8100e6a59144a4ac43c	ok
127	Size spain 2009 (2nd experiment)	Flowering time in simulated seasons	10.21958/phenotype:127	centimeter	444	444	444	444	444	187	187	0	1	"{""admixed"": 34, ""asia"": 7, ""central_europe"": 34, ""germany"": 40, ""north_sweden"": 4, ""relict"": 1, ""south_sweden"": 32, ""spain"": 9, ""western_europe"": 26}"	a93e1d555673408f8aa097110fd5ed14fa191951b06fcfdcad53fa4c3617441a	ok
128	Size spain 2009 (1st experiment)	Flowering time in simulated seasons	10.21958/phenotype:128	centimeter	475	475	475	475	475	212	212	0	1	"{""admixed"": 35, ""asia"": 7, ""central_europe"": 34, ""germany"": 42, ""north_sweden"": 11, ""relict"": 1, ""south_sweden"": 47, ""spain"": 9, ""western_europe"": 26}"	28f77770aee0fc8f1148f73948d5b9fb15663ee0de5a3b2574b7fe6d7db7e9f2	ok
129	DTFplantingSummer2009	Flowering time in simulated seasons	10.21958/phenotype:129	dimensionless unit	478	478	478	478	478	213	213	0	1	"{""admixed"": 35, ""asia"": 7, ""central_europe"": 34, ""germany"": 42, ""north_sweden"": 12, ""relict"": 1, ""south_sweden"": 47, ""spain"": 9, ""western_europe"": 26}"	72b4e56f67e842af57f63152bb1117ac5e48b1db02d0c6386422c2138cca20c2	ok
130	DTFplantingSummer2008	Flowering time in simulated seasons	10.21958/phenotype:130	dimensionless unit	359	359	359	359	359	154	154	0	1	"{""admixed"": 26, ""asia"": 2, ""central_europe"": 24, ""germany"": 33, ""north_sweden"": 7, ""relict"": 1, ""south_sweden"": 37, ""spain"": 4, ""western_europe"": 20}"	c1b7f986b16d03ca6d54de39ce2c3aafeae2dedd238a2d2d9bd8a419e4b33ce4	ok
